"record_id","site","site_id","year","forcingCondition","co2_ppm"
"324",324,"global",21,2329,"rcp2p6",355.05453
"325",325,"global",21,2330,"rcp2p6",354.8391
"326",326,"global",21,2331,"rcp2p6",354.62997
"327",327,"global",21,2332,"rcp2p6",354.43449
"328",328,"global",21,2333,"rcp2p6",354.25322
"329",329,"global",21,2334,"rcp2p6",354.08399
"330",330,"global",21,2335,"rcp2p6",353.91923
"331",331,"global",21,2336,"rcp2p6",353.75033
"332",332,"global",21,2337,"rcp2p6",353.57367
"333",333,"global",21,2338,"rcp2p6",353.38936
"334",334,"global",21,2339,"rcp2p6",353.19838
"335",335,"global",21,2340,"rcp2p6",352.99578
"336",336,"global",21,2341,"rcp2p6",352.78464
"337",337,"global",21,2342,"rcp2p6",352.57981
"338",338,"global",21,2343,"rcp2p6",352.38859
"339",339,"global",21,2344,"rcp2p6",352.21147
"340",340,"global",21,2345,"rcp2p6",352.04626
"341",341,"global",21,2346,"rcp2p6",351.88542
"342",342,"global",21,2347,"rcp2p6",351.72039
"343",343,"global",21,2348,"rcp2p6",351.5476
"344",344,"global",21,2349,"rcp2p6",351.36717
"345",345,"global",21,2350,"rcp2p6",351.18007
"346",346,"global",21,2351,"rcp2p6",350.98144
"347",347,"global",21,2352,"rcp2p6",350.77437
"348",348,"global",21,2353,"rcp2p6",350.57364
"349",349,"global",21,2354,"rcp2p6",350.38645
"350",350,"global",21,2355,"rcp2p6",350.21326
"351",351,"global",21,2356,"rcp2p6",350.05186
"352",352,"global",21,2357,"rcp2p6",349.89473
"353",353,"global",21,2358,"rcp2p6",349.73338
"354",354,"global",21,2359,"rcp2p6",349.56425
"355",355,"global",21,2360,"rcp2p6",349.38748
"356",356,"global",21,2361,"rcp2p6",349.20408
"357",357,"global",21,2362,"rcp2p6",349.00921
"358",358,"global",21,2363,"rcp2p6",348.80602
"359",359,"global",21,2364,"rcp2p6",348.60917
"360",360,"global",21,2365,"rcp2p6",348.42581
"361",361,"global",21,2366,"rcp2p6",348.25637
"362",362,"global",21,2367,"rcp2p6",348.09859
"363",363,"global",21,2368,"rcp2p6",347.94498
"364",364,"global",21,2369,"rcp2p6",347.78711
"365",365,"global",21,2370,"rcp2p6",347.62145
"366",366,"global",21,2371,"rcp2p6",347.44817
"367",367,"global",21,2372,"rcp2p6",347.26827
"368",368,"global",21,2373,"rcp2p6",347.07699
"369",369,"global",21,2374,"rcp2p6",346.87749
"370",370,"global",21,2375,"rcp2p6",346.68435
"371",371,"global",21,2376,"rcp2p6",346.50464
"372",372,"global",21,2377,"rcp2p6",346.33875
"373",373,"global",21,2378,"rcp2p6",346.18441
"374",374,"global",21,2379,"rcp2p6",346.03416
"375",375,"global",21,2380,"rcp2p6",345.8796
"376",376,"global",21,2381,"rcp2p6",345.71725
"377",377,"global",21,2382,"rcp2p6",345.54729
"378",378,"global",21,2383,"rcp2p6",345.37072
"379",379,"global",21,2384,"rcp2p6",345.18286
"380",380,"global",21,2385,"rcp2p6",344.98687
"381",381,"global",21,2386,"rcp2p6",344.79727
"382",382,"global",21,2387,"rcp2p6",344.62105
"383",383,"global",21,2388,"rcp2p6",344.45856
"384",384,"global",21,2389,"rcp2p6",344.3075
"385",385,"global",21,2390,"rcp2p6",344.16044
"386",386,"global",21,2391,"rcp2p6",344.00903
"387",387,"global",21,2392,"rcp2p6",343.84983
"388",388,"global",21,2393,"rcp2p6",343.68304
"389",389,"global",21,2394,"rcp2p6",343.50965
"390",390,"global",21,2395,"rcp2p6",343.32505
"391",391,"global",21,2396,"rcp2p6",343.13243
"392",392,"global",21,2397,"rcp2p6",342.9462
"393",393,"global",21,2398,"rcp2p6",342.77331
"394",394,"global",21,2399,"rcp2p6",342.61407
"395",395,"global",21,2400,"rcp2p6",342.46614
"396",396,"global",21,2401,"rcp2p6",342.32213
"397",397,"global",21,2402,"rcp2p6",342.17373
"398",398,"global",21,2403,"rcp2p6",342.01754
"399",399,"global",21,2404,"rcp2p6",341.85376
"400",400,"global",21,2405,"rcp2p6",341.68342
"401",401,"global",21,2406,"rcp2p6",341.50194
"402",402,"global",21,2407,"rcp2p6",341.31253
"403",403,"global",21,2408,"rcp2p6",341.12955
"404",404,"global",21,2409,"rcp2p6",340.95985
"405",405,"global",21,2410,"rcp2p6",340.80371
"406",406,"global",21,2411,"rcp2p6",340.65878
"407",407,"global",21,2412,"rcp2p6",340.51768
"408",408,"global",21,2413,"rcp2p6",340.37215
"409",409,"global",21,2414,"rcp2p6",340.21884
"410",410,"global",21,2415,"rcp2p6",340.05795
"411",411,"global",21,2416,"rcp2p6",339.89052
"412",412,"global",21,2417,"rcp2p6",339.71203
"413",413,"global",21,2418,"rcp2p6",339.52571
"414",414,"global",21,2419,"rcp2p6",339.34583
"415",415,"global",21,2420,"rcp2p6",339.17919
"416",416,"global",21,2421,"rcp2p6",339.02602
"417",417,"global",21,2422,"rcp2p6",338.88397
"418",418,"global",21,2423,"rcp2p6",338.74565
"419",419,"global",21,2424,"rcp2p6",338.60288
"420",420,"global",21,2425,"rcp2p6",338.45232
"421",421,"global",21,2426,"rcp2p6",338.2942
"422",422,"global",21,2427,"rcp2p6",338.12955
"423",423,"global",21,2428,"rcp2p6",337.95392
"424",424,"global",21,2429,"rcp2p6",337.77057
"425",425,"global",21,2430,"rcp2p6",337.59367
"426",426,"global",21,2431,"rcp2p6",337.42997
"427",427,"global",21,2432,"rcp2p6",337.27966
"428",428,"global",21,2433,"rcp2p6",337.14036
"429",429,"global",21,2434,"rcp2p6",337.00472
"430",430,"global",21,2435,"rcp2p6",336.86458
"431",431,"global",21,2436,"rcp2p6",336.71666
"432",432,"global",21,2437,"rcp2p6",336.5612
"433",433,"global",21,2438,"rcp2p6",336.39922
"434",434,"global",21,2439,"rcp2p6",336.22635
"435",435,"global",21,2440,"rcp2p6",336.04585
"436",436,"global",21,2441,"rcp2p6",335.87182
"437",437,"global",21,2442,"rcp2p6",335.71094
"438",438,"global",21,2443,"rcp2p6",335.56338
"439",439,"global",21,2444,"rcp2p6",335.42672
"440",440,"global",21,2445,"rcp2p6",335.29364
"441",441,"global",21,2446,"rcp2p6",335.15604
"442",442,"global",21,2447,"rcp2p6",335.01065
"443",443,"global",21,2448,"rcp2p6",334.85773
"444",444,"global",21,2449,"rcp2p6",334.69833
"445",445,"global",21,2450,"rcp2p6",334.52811
"446",446,"global",21,2451,"rcp2p6",334.35035
"447",447,"global",21,2452,"rcp2p6",334.17908
"448",448,"global",21,2453,"rcp2p6",334.02092
"449",449,"global",21,2454,"rcp2p6",333.876
"450",450,"global",21,2455,"rcp2p6",333.74189
"451",451,"global",21,2456,"rcp2p6",333.61127
"452",452,"global",21,2457,"rcp2p6",333.4761
"453",453,"global",21,2458,"rcp2p6",333.33315
"454",454,"global",21,2459,"rcp2p6",333.18269
"455",455,"global",21,2460,"rcp2p6",333.02576
"456",456,"global",21,2461,"rcp2p6",332.85808
"457",457,"global",21,2462,"rcp2p6",332.68296
"458",458,"global",21,2463,"rcp2p6",332.51436
"459",459,"global",21,2464,"rcp2p6",332.35883
"460",460,"global",21,2465,"rcp2p6",332.21645
"461",461,"global",21,2466,"rcp2p6",332.08479
"462",462,"global",21,2467,"rcp2p6",331.95654
"463",463,"global",21,2468,"rcp2p6",331.82371
"464",464,"global",21,2469,"rcp2p6",331.68311
"465",465,"global",21,2470,"rcp2p6",331.535
"466",466,"global",21,2471,"rcp2p6",331.38045
"467",467,"global",21,2472,"rcp2p6",331.21523
"468",468,"global",21,2473,"rcp2p6",331.04267
"469",469,"global",21,2474,"rcp2p6",330.87664
"470",470,"global",21,2475,"rcp2p6",330.72364
"471",471,"global",21,2476,"rcp2p6",330.58372
"472",472,"global",21,2477,"rcp2p6",330.45441
"473",473,"global",21,2478,"rcp2p6",330.32845
"474",474,"global",21,2479,"rcp2p6",330.19788
"475",475,"global",21,2480,"rcp2p6",330.05953
"476",476,"global",21,2481,"rcp2p6",329.9137
"477",477,"global",21,2482,"rcp2p6",329.76144
"478",478,"global",21,2483,"rcp2p6",329.5986
"479",479,"global",21,2484,"rcp2p6",329.4285
"480",480,"global",21,2485,"rcp2p6",329.26495
"481",481,"global",21,2486,"rcp2p6",329.11439
"482",482,"global",21,2487,"rcp2p6",328.97684
"483",483,"global",21,2488,"rcp2p6",328.84981
"484",484,"global",21,2489,"rcp2p6",328.72606
"485",485,"global",21,2490,"rcp2p6",328.59766
"486",486,"global",21,2491,"rcp2p6",328.46149
"487",487,"global",21,2492,"rcp2p6",328.31785
"488",488,"global",21,2493,"rcp2p6",328.16781
"489",489,"global",21,2494,"rcp2p6",328.00726
"490",490,"global",21,2495,"rcp2p6",327.83954
"491",491,"global",21,2496,"rcp2p6",327.6784
"492",492,"global",21,2497,"rcp2p6",327.53021
"493",493,"global",21,2498,"rcp2p6",327.39495
"494",494,"global",21,2499,"rcp2p6",327.27012
"495",495,"global",21,2500,"rcp2p6",327.2098
