"ID","code_country","code_plot","latitude","longitude","lat","lon"
2430,6,930,553500,-32500,NA,NA
2431,6,931,551300,-42200,NA,NA
2432,6,932,552000,-30500,NA,NA
2433,6,933,551100,-30300,NA,NA
2434,6,934,550500,-23000,NA,NA
2435,6,935,522600,-34700,NA,NA
2436,6,936,571400,-53400,NA,NA
2437,6,937,551400,-40700,NA,NA
2438,6,938,515600,-41400,NA,NA
2439,6,939,551100,-23600,NA,NA
2440,6,940,542000,-11700,NA,NA
2441,6,1001,563900,-41700,NA,NA
2442,6,1002,564000,-40100,NA,NA
2443,6,1003,564100,-34500,NA,NA
2444,6,1201,543600,-73200,NA,NA
2445,6,1202,543900,-70200,NA,NA
2446,6,1203,544900,-65000,NA,NA
2447,7,9010,545500,-80000,NA,NA
2448,7,9011,545400,-74400,NA,NA
2449,7,9016,544400,-74300,NA,NA
2450,7,9023,541600,-92400,NA,NA
2451,7,9032,541000,-84600,NA,NA
2452,7,9137,530000,-91100,NA,NA
2453,7,9139,530100,-84300,NA,NA
2454,7,9140,530100,-82900,NA,NA
2455,7,9159,530100,-73300,NA,NA
2456,7,9171,524600,-81900,NA,NA
2457,7,9178,525800,-63800,NA,NA
2458,7,9180,525800,-61900,NA,NA
2459,7,9202,522600,-91100,NA,NA
2460,7,9211,524400,-70400,NA,NA
2461,7,9222,522000,-82700,NA,NA
2462,7,9234,520000,-94900,NA,NA
2463,7,9245,522400,-70900,NA,NA
2464,7,9253,520000,-85700,NA,NA
2465,7,9257,520900,-80200,NA,NA
2466,7,9269,520100,-80400,NA,NA
2467,7,9272,514300,-92300,NA,NA
2468,7,9274,514500,-90200,NA,NA
2469,7,115,532600,-75100,NA,NA
2470,7,222,522100,-82500,NA,NA
2471,7,188,523900,-81800,NA,NA
2472,7,290,520100,-73900,NA,NA
2473,7,295,521800,-83500,NA,NA
2474,7,157,525800,-75700,NA,NA
2475,7,243,521800,-74200,NA,NA
2476,7,703,521800,-90300,NA,NA
2477,7,15,545000,-75300,NA,NA
2478,7,22,541000,-94400,NA,NA
2479,7,26,542300,-81100,NA,NA
2480,7,32,541000,-83900,NA,NA
2481,7,33,541300,-82500,NA,NA
2482,7,34,541400,-81000,NA,NA
2483,7,44,540800,-75100,NA,NA
2484,7,80,532800,-94000,NA,NA
2485,7,139,530100,-84300,NA,NA
2486,7,159,530200,-72900,NA,NA
2487,7,196,525300,-62400,NA,NA
2488,7,208,523400,-74800,NA,NA
2489,7,228,523200,-70200,NA,NA
2490,7,254,520100,-84600,NA,NA
2491,7,277,525500,-60900,NA,NA
2492,7,278,520100,-73500,NA,NA
2493,7,279,540200,-61800,NA,NA
2494,7,701,520100,-73900,NA,NA
2495,7,704,521800,-93100,NA,NA
2496,7,705,530100,-83500,NA,NA
2497,7,706,531300,-74200,NA,NA
2498,7,707,531800,-91900,NA,NA
2499,7,708,534500,-83600,NA,NA
2500,7,709,535300,-92000,NA,NA
2501,7,710,540100,-93500,NA,NA
2502,7,711,541900,-80700,NA,NA
2503,7,712,544500,-75000,NA,NA
2504,7,713,520100,-85000,NA,NA
2505,7,714,520900,-81000,NA,NA
2506,7,715,534400,-94900,NA,NA
2507,7,716,521000,-75300,NA,NA
2508,7,717,544500,-73700,NA,NA
2509,7,719,541900,-70800,NA,NA
2510,7,721,535300,-85100,NA,NA
2511,7,722,531900,-83600,NA,NA
2512,7,723,523600,-80700,NA,NA
2513,7,724,524400,-80700,NA,NA
2514,7,726,541000,-83800,NA,NA
2515,7,727,540100,-75400,NA,NA
2516,7,549,520500,-95200,0,0
2517,7,555,521300,-95200,0,0
2518,7,1339,541400,-94300,0,0
2519,7,2201,514800,-92300,0,0
2520,7,2233,522200,-92400,0,0
2521,7,2248,523900,-92500,0,0
2522,7,2271,532300,-92600,0,0
2523,7,2303,535700,-92700,0,0
2524,7,2319,541400,-92800,0,0
2525,7,3364,515600,-90900,0,0
2526,7,3396,523100,-91000,0,0
2527,7,4502,521400,-85600,0,0
2528,7,4546,530600,-85700,0,0
2529,7,4581,534900,-85800,0,0
2530,7,5716,524800,-84200,0,0
2531,7,5724,525700,-84200,0,0
2532,7,6918,520500,-82800,0,0
2533,7,7049,544100,-82900,0,0
2534,7,8330,534900,-81400,0,0
2535,7,8346,540600,-81400,0,0
2536,7,9775,534900,-80000,0,0
2537,7,9820,544900,-75900,0,0
2538,7,11000,520500,-74600,0,0
2539,7,11024,523100,-74500,0,0
2540,7,11104,535800,-74500,0,0
2541,7,12217,530600,-73100,0,0
2542,7,12225,531400,-73100,0,0
2543,7,12265,535700,-73000,0,0
2544,7,13238,524000,-71700,0,0
2545,7,15221,523100,-64900,0,0
2546,7,16070,522200,-63500,0,0
2547,7,16094,524800,-63400,0,0
2548,7,16886,523100,-62100,0,0
2549,7,16926,531400,-61900,0,0
2550,7,17401,532200,-60400,0,0
2551,8,28,563100,95700,NA,NA
2552,8,29,564800,95400,NA,NA
2553,8,35,555700,122100,NA,NA
2554,8,36,564000,101000,NA,NA
2555,8,41,562800,82300,NA,NA
2556,8,49,562300,85000,NA,NA
2557,8,55,562300,100900,NA,NA
2558,8,60,561500,90600,NA,NA
2559,8,61,571100,100200,NA,NA
2560,8,76,560400,123100,NA,NA
2561,8,81,555800,93700,NA,NA
2562,8,90,554900,85000,NA,NA
2563,8,91,554900,85000,NA,NA
2564,8,93,570000,83200,NA,NA
2565,8,103,564500,83900,NA,NA
2566,8,104,564500,83900,NA,NA
2567,8,106,554100,93700,NA,NA
2568,8,107,554100,95300,NA,NA
2569,8,122,553100,114100,NA,NA
2570,8,132,552300,112500,NA,NA
2571,8,145,564100,91300,NA,NA
2572,8,166,563700,100100,NA,NA
2573,8,190,563000,85300,NA,NA
2574,8,200,562300,85300,NA,NA
2575,8,219,551400,121100,NA,NA
2576,8,223,562500,82700,NA,NA
2577,8,224,562600,82500,NA,NA
2578,8,232,562600,94700,NA,NA
2579,8,242,562200,94700,NA,NA
2580,8,246,561500,94000,NA,NA
2581,8,252,562200,92700,NA,NA
2582,8,259,561500,90600,NA,NA
2583,8,283,562600,102800,NA,NA
2584,8,290,561800,103400,NA,NA
2585,8,312,562600,100100,NA,NA
2586,8,360,560000,82600,NA,NA
2587,8,371,561100,94700,NA,NA
2588,8,377,560700,94000,NA,NA
2589,8,378,560700,94000,NA,NA
2590,8,400,555200,92600,NA,NA
2591,8,409,555600,91300,NA,NA
2592,8,418,560400,91300,NA,NA
2593,8,419,560400,91300,NA,NA
2594,8,449,560100,122800,NA,NA
2595,8,453,560100,121500,NA,NA
2596,8,454,560200,121600,NA,NA
2597,8,457,554900,122700,NA,NA
2598,8,458,555800,121600,NA,NA
2599,8,467,555800,120100,NA,NA
2600,8,510,554100,82600,NA,NA
2601,8,516,554500,81300,NA,NA
2602,8,520,554100,94600,NA,NA
2603,8,634,552700,120500,NA,NA
2604,8,672,551100,85300,NA,NA
2605,8,722,552200,91300,NA,NA
2606,8,762,551800,100600,NA,NA
2607,8,766,552100,113200,NA,NA
2608,8,767,554100,115900,NA,NA
2609,8,785,550000,123000,NA,NA
2610,8,792,550500,115700,NA,NA
2611,8,815,550700,145300,NA,NA
2612,8,833,545600,92600,NA,NA
2613,8,871,545900,105100,NA,NA
2614,8,877,544600,120200,NA,NA
2615,9,12,411800,262200,NA,NA
2616,9,16,412900,241400,NA,NA
2617,9,26,411200,260800,NA,NA
2618,9,37,411100,251000,NA,NA
2619,9,42,410400,260600,NA,NA
2620,9,48,411600,233400,NA,NA
2621,9,59,405700,255100,NA,NA
2622,9,64,411300,225800,NA,NA
2623,9,65,410900,233200,NA,NA
2624,9,87,410100,222000,NA,NA
2625,9,121,403200,234700,NA,NA
2626,9,124,404300,211600,NA,NA
2627,9,125,404100,212800,NA,NA
2628,9,133,402700,232200,NA,NA
2629,9,142,402600,222300,NA,NA
2630,9,147,402700,210200,NA,NA
2631,9,153,401900,221000,NA,NA
2632,9,156,400600,235200,NA,NA
2633,9,159,401900,210000,NA,NA
2634,9,165,401100,220800,NA,NA
2635,9,166,400900,221900,NA,NA
2636,9,169,401000,205800,NA,NA
2637,9,177,395900,222900,NA,NA
2638,9,183,400200,205600,NA,NA
2639,9,184,400100,210800,NA,NA
2640,9,192,385000,223800,NA,NA
2641,9,201,395100,211700,NA,NA
2642,9,204,394700,215100,NA,NA
2643,9,212,390800,221600,NA,NA
2644,9,220,394100,212700,NA,NA
2645,9,236,393400,211400,NA,NA
2646,9,237,393300,212500,NA,NA
2647,9,252,392400,212300,NA,NA
2648,9,267,391500,213300,NA,NA
2649,9,272,390800,222800,NA,NA
2650,9,282,390600,213100,NA,NA
2651,9,285,390200,220500,NA,NA
2652,9,296,385500,215100,NA,NA
2653,9,304,384200,233100,NA,NA
2654,9,314,384800,213900,NA,NA
2655,9,318,384200,222300,NA,NA
2656,9,326,383000,235100,NA,NA
2657,9,332,383900,213700,NA,NA
2658,9,334,383700,215900,NA,NA
2659,9,337,383300,223200,NA,NA
2660,9,359,381400,234600,NA,NA
2661,9,367,380800,232300,NA,NA
2662,9,383,380300,225900,NA,NA
2663,9,392,380200,220200,NA,NA
2664,9,394,380000,222400,NA,NA
2665,9,403,375500,215000,NA,NA
2666,9,432,373700,215700,NA,NA
2667,9,433,373500,220800,NA,NA
2668,9,454,372100,214200,NA,NA
2669,9,459,371400,223600,NA,NA
2670,9,471,370400,224500,NA,NA
2671,9,478,365800,222200,NA,NA
2672,9,525,350900,245300,NA,NA
2673,9,600,380800,204000,NA,NA
2674,9,601,382800,211200,NA,NA
2675,9,602,405900,242300,NA,NA
2676,9,603,403600,230600,NA,NA
2677,9,604,404700,210300,NA,NA
2678,9,605,395500,224200,NA,NA
2679,9,606,392500,230800,NA,NA
2680,9,607,383200,222400,NA,NA
2681,9,608,390800,232400,NA,NA
2682,9,609,374600,264000,NA,NA
2683,9,610,373400,260900,NA,NA
2684,9,611,361500,280400,NA,NA
2685,9,612,361200,275000,NA,NA
2686,9,613,350900,245400,NA,NA
2687,9,614,351400,242300,NA,NA
2688,9,615,352300,235800,NA,NA
2689,9,616,370300,221600,NA,NA
2690,9,617,381000,215700,NA,NA
2691,9,618,374500,214500,NA,NA
2692,9,619,380600,212200,NA,NA
2693,9,620,380700,212200,NA,NA
2694,9,621,380100,241800,NA,NA
2695,9,622,383500,235100,NA,NA
2696,9,623,382600,221600,NA,NA
2697,9,624,412800,242200,NA,NA
2698,9,625,411400,245700,NA,NA
2699,9,626,395400,205500,NA,NA
2700,9,627,390300,212000,NA,NA
2701,9,628,390400,215300,NA,NA
2702,9,629,384700,214900,NA,NA
2703,9,630,384400,221100,NA,NA
2704,9,631,385300,211000,NA,NA
2705,9,632,383600,210700,NA,NA
2706,9,633,382000,225100,NA,NA
2707,9,634,380900,231400,NA,NA
2708,9,635,365900,221300,NA,NA
2709,9,636,375200,222200,NA,NA
2710,9,637,404600,220400,NA,NA
2711,9,638,371900,223400,NA,NA
2712,9,639,381000,234400,NA,NA
2713,9,13,411800,262200,NA,NA
2714,9,17,412700,242500,NA,NA
2715,9,23,411700,253400,NA,NA
2716,9,30,412400,234800,NA,NA
2717,9,34,411800,243200,NA,NA
2718,9,36,411400,245700,NA,NA
2719,9,41,410500,255400,NA,NA
2720,9,62,411300,225800,NA,NA
2721,9,69,410200,241800,NA,NA
2722,9,93,405200,232800,NA,NA
2723,9,95,404200,243600,NA,NA
2724,9,113,404600,220400,NA,NA
2725,9,119,403500,232400,NA,NA
2726,9,141,402700,221200,NA,NA
2727,9,168,401200,204700,NA,NA
2728,9,182,400300,204500,NA,NA
2729,9,190,395200,221500,NA,NA
2730,9,199,395400,205500,NA,NA
2731,9,200,395200,210600,NA,NA
2732,9,203,394800,214000,NA,NA
2733,9,217,394500,205300,NA,NA
2734,9,248,393000,203800,NA,NA
2735,9,254,392200,214600,NA,NA
2736,9,268,391300,214400,NA,NA
2737,9,281,390800,212000,NA,NA
2738,9,284,390400,215300,NA,NA
2739,9,315,384700,214900,NA,NA
2740,9,317,384400,221200,NA,NA
2741,9,321,383800,225600,NA,NA
2742,9,323,383500,231800,NA,NA
2743,9,325,383200,234000,NA,NA
2744,9,330,384200,211500,NA,NA
2745,9,346,383500,210200,NA,NA
2746,9,350,383000,214600,NA,NA
2747,9,352,382400,223000,NA,NA
2748,9,354,382100,225200,NA,NA
2749,9,366,381000,231200,NA,NA
2750,9,370,380400,235500,NA,NA
2751,9,379,381000,220400,NA,NA
2752,9,380,380900,221500,NA,NA
2753,9,406,375100,222200,NA,NA
2754,9,409,374600,225500,NA,NA
2755,9,431,373900,214700,NA,NA
2756,9,436,373100,224000,NA,NA
2757,9,458,371500,222600,NA,NA
2758,9,460,371200,224700,NA,NA
2759,9,477,370000,221100,NA,NA
2760,9,481,365400,225400,NA,NA
2761,9,483,360500,275000,NA,NA
2762,9,526,401200,204700,NA,NA
2763,9,527,400300,204500,NA,NA
2764,9,640,390200,220500,NA,NA
2765,9,641,381400,234600,NA,NA
2766,9,642,383500,235100,NA,NA
2767,10,6,415900,-83700,NA,NA
2768,10,8,414900,-84600,NA,NA
2769,10,9,415100,-83500,NA,NA
2770,10,10,415400,-82300,NA,NA
2771,10,15,414300,-83200,NA,NA
2772,10,17,414600,-80900,NA,NA
2773,10,26,413200,-84100,NA,NA
2774,10,28,413600,-81800,NA,NA
2775,10,29,413800,-80600,NA,NA
2776,10,31,414200,-74300,NA,NA
2777,10,33,414500,-72000,NA,NA
2778,10,38,412600,-82700,NA,NA
2779,10,39,412800,-81500,NA,NA
2780,10,42,413300,-74100,NA,NA
2781,10,46,414000,-65500,NA,NA
2782,10,47,414200,-64300,NA,NA
2783,10,50,411600,-83200,NA,NA
2784,10,51,411800,-82400,NA,NA
2785,10,56,412700,-72700,NA,NA
2786,10,58,413000,-70400,NA,NA
2787,10,65,411100,-81000,NA,NA
2788,10,67,411500,-74800,NA,NA
2789,10,77,410100,-81900,NA,NA
2790,10,79,410500,-75600,NA,NA
2791,10,83,411200,-71100,NA,NA
2792,10,88,405300,-81700,NA,NA
2793,10,89,405500,-80500,NA,NA
2794,10,92,410000,-73100,NA,NA
2795,10,98,404800,-82600,NA,NA
2796,10,99,404500,-81400,NA,NA
2797,10,100,404700,-80300,NA,NA
2798,10,101,404800,-75200,NA,NA
2799,10,102,405000,-74000,NA,NA
2800,10,104,405400,-71800,NA,NA
2801,10,108,403300,-83400,NA,NA
2802,10,109,403500,-82300,NA,NA
2803,10,110,403600,-81200,NA,NA
2804,10,111,403800,-80000,NA,NA
2805,10,112,404000,-74900,NA,NA
2806,10,113,404200,-73800,NA,NA
2807,10,114,404400,-72600,NA,NA
2808,10,119,402300,-84300,NA,NA
2809,10,121,402600,-82100,NA,NA
2810,10,122,402800,-80900,NA,NA
2811,10,123,403000,-75800,NA,NA
2812,10,124,403200,-74700,NA,NA
2813,10,129,401200,-85200,NA,NA
2814,10,131,401600,-82900,NA,NA
2815,10,132,401800,-81800,NA,NA
2816,10,133,402000,-80700,NA,NA
2817,10,134,402200,-75600,NA,NA
2818,10,138,402900,-71000,NA,NA
2819,10,140,400400,-84900,NA,NA
2820,10,144,401200,-80400,NA,NA
2821,10,146,401500,-74200,NA,NA
2822,10,147,401700,-73100,NA,NA
2823,10,153,395800,-83500,NA,NA
2824,10,154,4e+05,-82400,NA,NA
2825,10,155,400100,-81300,NA,NA
2826,10,157,400500,-75100,NA,NA
2827,10,158,400700,-73900,NA,NA
2828,10,159,400900,-72800,NA,NA
2829,10,160,401000,-71700,NA,NA
2830,10,164,394800,-84400,NA,NA
2831,10,166,395100,-82200,NA,NA
2832,10,167,395300,-81100,NA,NA
2833,10,168,395500,-75900,NA,NA
2834,10,169,395700,-74800,NA,NA
2835,10,170,395900,-73700,NA,NA
2836,10,172,400200,-71500,NA,NA
2837,10,177,393900,-84100,NA,NA
2838,10,178,394100,-83000,NA,NA
2839,10,180,394500,-80800,NA,NA
2840,10,181,394700,-75700,NA,NA
2841,10,182,394800,-74600,NA,NA
2842,10,183,395000,-73500,NA,NA
2843,10,191,393300,-82800,NA,NA
2844,10,192,393500,-81700,NA,NA
2845,10,193,393700,-80600,NA,NA
2846,10,194,393800,-75500,NA,NA
2847,10,195,394000,-74400,NA,NA
2848,10,196,394400,-72100,NA,NA
2849,10,200,391900,-85900,NA,NA
2850,10,201,392100,-84800,NA,NA
2851,10,206,393000,-75200,NA,NA
2852,10,207,393200,-74100,NA,NA
2853,10,210,390700,-91800,NA,NA
2854,10,215,391600,-82300,NA,NA
2855,10,216,391800,-81200,NA,NA
2856,10,217,392000,-80100,NA,NA
2857,10,218,392200,-75000,NA,NA
2858,10,219,392300,-73900,NA,NA
2859,10,224,390400,-84300,NA,NA
2860,10,225,390600,-83200,NA,NA
2861,10,226,390800,-82100,NA,NA
2862,10,227,391000,-81000,NA,NA
2863,10,228,391200,-75900,NA,NA
2864,10,229,391300,-74700,NA,NA
2865,10,235,385600,-84000,NA,NA
2866,10,238,390100,-80700,NA,NA
2867,10,240,390500,-74500,NA,NA
2868,10,241,390700,-73400,NA,NA
2869,10,242,390900,-72300,NA,NA
2870,10,247,384800,-83800,NA,NA
2871,10,248,384900,-82700,NA,NA
2872,10,249,385100,-81600,NA,NA
2873,10,250,385300,-80500,NA,NA
2874,10,251,385500,-75400,NA,NA
2875,10,253,385800,-73200,NA,NA
2876,10,254,390000,-72100,NA,NA
2877,10,256,383400,-90800,NA,NA
2878,10,259,383900,-83500,NA,NA
2879,10,260,384100,-82800,NA,NA
2880,10,261,384300,-81300,NA,NA
2881,10,262,384500,-80200,NA,NA
2882,10,264,384800,-74000,NA,NA
2883,10,265,385000,-72900,NA,NA
2884,10,268,383100,-83300,NA,NA
2885,10,269,383300,-82200,NA,NA
2886,10,270,383500,-81100,NA,NA
2887,10,271,383600,-80000,NA,NA
2888,10,273,384000,-73800,NA,NA
2889,10,275,382100,-84100,NA,NA
2890,10,277,382400,-81900,NA,NA
2891,10,278,382600,-80800,NA,NA
2892,10,281,383200,-73600,NA,NA
2893,10,284,381200,-83900,NA,NA
2894,10,285,381400,-82800,NA,NA
2895,10,286,381600,-81700,NA,NA
2896,10,289,382200,-74400,NA,NA
2897,10,292,380200,-84700,NA,NA
2898,10,293,380400,-83600,NA,NA
2899,10,294,380600,-82500,NA,NA
2900,10,298,381300,-74200,NA,NA
2901,10,299,381500,-73100,NA,NA
2902,10,302,375600,-83400,NA,NA
2903,10,305,380100,-80100,NA,NA
2904,10,309,380800,-71800,NA,NA
2905,10,312,374600,-84200,NA,NA
2906,10,313,374700,-83100,NA,NA
2907,10,314,374900,-82100,NA,NA
2908,10,317,375500,-74800,NA,NA
2909,10,322,373900,-82900,NA,NA
2910,10,323,374100,-81800,NA,NA
2911,10,330,373100,-82700,NA,NA
2912,10,337,372000,-83500,NA,NA
2913,10,338,372200,-82400,NA,NA
2914,10,340,372600,-80300,NA,NA
2915,10,342,371000,-84300,NA,NA
2916,10,343,371200,-83200,NA,NA
2917,10,346,371800,-80000,NA,NA
2918,10,349,420100,-82600,NA,NA
2919,10,351,415000,-64600,NA,NA
2920,10,352,415200,-63400,NA,NA
2921,10,353,413700,-61800,NA,NA
2922,10,354,412700,-62700,NA,NA
2923,10,365,403000,-65900,NA,NA
2924,10,367,401200,-70600,NA,NA
2925,10,371,394200,-73200,NA,NA
2926,10,372,394500,-71000,NA,NA
2927,10,373,394700,-65900,NA,NA
2928,10,374,393400,-73000,NA,NA
2929,10,381,391000,-71200,NA,NA
2930,10,383,390400,-65900,NA,NA
2931,10,387,384400,-71600,NA,NA
2932,10,390,381700,-72000,NA,NA
2933,10,391,381000,-70700,NA,NA
2934,10,392,375800,-72700,NA,NA
2935,10,393,380000,-71600,NA,NA
2936,10,394,380700,-70500,NA,NA
2937,10,407,371100,-74700,NA,NA
2938,12,2,500400,60500,0.00000000,0.00000000
2939,12,7,494700,60600,0.00000000,0.00000000
2940,12,8,494700,62000,0.00000000,0.00000000
2941,12,10,493800,60700,0.00000000,0.00000000
2942,14,1,485500,151100,NA,NA
2943,14,8,484100,154000,NA,NA
2944,14,9,483800,154800,NA,NA
2945,14,15,484000,135600,NA,NA
2946,14,16,483300,145900,NA,NA
2947,14,17,483500,150600,NA,NA
2948,14,18,483300,152100,NA,NA
2949,14,19,483100,153700,NA,NA
2950,14,22,483300,161300,NA,NA
2951,14,29,483400,141400,NA,NA
2952,14,31,483000,144500,NA,NA
2953,14,33,482400,150300,NA,NA
2954,14,35,482500,153200,NA,NA
2955,14,45,481700,143000,NA,NA
2956,14,49,482100,151200,NA,NA
2957,14,50,481500,153000,NA,NA
2958,14,53,481300,160700,NA,NA
2959,14,69,480700,154000,NA,NA
2960,14,70,480700,160200,NA,NA
2961,14,71,480800,160900,NA,NA
2962,14,78,480300,132300,NA,NA
2963,14,80,480300,134500,NA,NA
2964,14,86,475900,150000,NA,NA
2965,14,88,480000,152900,NA,NA
2966,14,89,475800,154400,NA,NA
2967,14,90,480000,155100,NA,NA
2968,14,96,475700,125600,NA,NA
2969,14,104,475300,143300,NA,NA
2970,14,105,475600,144700,NA,NA
2971,14,106,475500,150200,NA,NA
2972,14,108,475100,153300,NA,NA
2973,14,110,475100,155500,NA,NA
2974,14,111,475300,160800,NA,NA
2975,14,116,474900,130700,NA,NA
2976,14,119,474800,134500,NA,NA
2977,14,120,474600,140000,NA,NA
2978,14,121,474800,140700,NA,NA
2979,14,122,474800,142900,NA,NA
2980,14,123,474400,143800,NA,NA
2981,14,124,474600,144400,NA,NA
2982,14,125,474600,150600,NA,NA
2983,14,126,474300,151500,NA,NA
2984,14,128,474300,154400,NA,NA
2985,14,129,474500,155000,NA,NA
2986,14,130,473800,160800,NA,NA
2987,14,131,474100,162100,NA,NA
2988,14,132,474200,121200,NA,NA
2989,14,135,473900,132700,NA,NA
2990,14,136,474200,134000,NA,NA
2991,14,137,473600,135800,NA,NA
2992,14,139,473700,142600,NA,NA
2993,14,140,473900,143300,NA,NA
2994,14,141,473700,144800,NA,NA
2995,14,143,473200,151200,NA,NA
2996,14,145,473200,153400,NA,NA
2997,14,146,473000,155000,NA,NA
2998,14,147,473300,160300,NA,NA
2999,14,149,472800,162700,NA,NA
3000,14,150,473100,114900,NA,NA
3001,14,156,473300,132300,NA,NA
3002,14,157,473500,132900,NA,NA
3003,14,159,473000,135300,NA,NA
3004,14,160,472800,140900,NA,NA
3005,14,161,473000,141500,NA,NA
3006,14,163,472700,144600,NA,NA
3007,14,165,472300,151700,NA,NA
3008,14,166,472500,152300,NA,NA
3009,14,167,472700,153600,NA,NA
3010,14,169,472400,160700,NA,NA
3011,14,170,472500,161300,NA,NA
3012,14,174,473000,104300,NA,NA
3013,14,175,472800,113600,NA,NA
3014,14,178,472700,121300,NA,NA
3015,14,179,472500,122800,NA,NA
3016,14,180,472300,123700,NA,NA
3017,14,182,472300,125900,NA,NA
3018,14,183,472300,132100,NA,NA
3019,14,184,472400,132700,NA,NA
3020,14,185,472100,133600,NA,NA
3021,14,187,472200,140400,NA,NA
3022,14,188,472100,142000,NA,NA
3023,14,189,471800,142800,NA,NA
3024,14,191,471900,145700,NA,NA
3025,14,192,472200,151000,NA,NA
3026,14,193,471900,151800,NA,NA
3027,14,194,471700,153400,NA,NA
3028,14,197,471600,161700,NA,NA
3029,14,198,471900,94200,NA,NA
3030,14,199,471800,95800,NA,NA
3031,14,201,471800,103500,NA,NA
3032,14,204,471700,111200,NA,NA
3033,14,207,472100,114700,NA,NA
3034,14,209,471800,121700,NA,NA
3035,14,211,471800,123900,NA,NA
3036,14,212,471500,124800,NA,NA
3037,14,218,470900,141100,NA,NA
3038,14,219,471100,141700,NA,NA
3039,14,222,471000,150100,NA,NA
3040,14,223,470800,151600,NA,NA
3041,14,224,471000,152200,NA,NA
3042,14,227,470700,155900,NA,NA
3043,14,228,471000,161300,NA,NA
3044,14,230,470900,94100,NA,NA
3045,14,231,471000,94700,NA,NA
3046,14,235,471100,104600,NA,NA
3047,14,248,470500,132900,NA,NA
3048,14,249,470800,134200,NA,NA
3049,14,250,470500,135100,NA,NA
3050,14,251,470300,140600,NA,NA
3051,14,252,470200,142100,NA,NA
3052,14,253,465900,143000,NA,NA
3053,14,254,470100,144300,NA,NA
3054,14,255,470000,145800,NA,NA
3055,14,256,470200,151100,NA,NA
3056,14,258,470200,153300,NA,NA
3057,14,266,470000,104400,NA,NA
3058,14,273,465600,122900,NA,NA
3059,14,276,465400,130500,NA,NA
3060,14,277,465100,131400,NA,NA
3061,14,279,465700,134000,NA,NA
3062,14,281,465900,140800,NA,NA
3063,14,282,465600,141700,NA,NA
3064,14,284,465600,143900,NA,NA
3065,14,286,465200,150900,NA,NA
3066,14,301,464500,135300,NA,NA
3067,14,302,464800,140600,NA,NA
3068,14,305,464200,144500,NA,NA
3069,14,307,464200,150600,NA,NA
3070,14,311,464200,123500,NA,NA
3071,14,315,464000,132700,NA,NA
3072,14,317,464000,134900,NA,NA
3073,14,320,463300,142700,NA,NA
3074,14,321,463600,144000,NA,NA
3075,14,322,462900,140800,NA,NA
3076,14,325,463200,144200,NA,NA
3077,14,127,474500,152800,NA,NA
3078,14,220,471300,143000,NA,NA
3079,14,246,470800,125900,NA,NA
3080,14,267,470100,105600,NA,NA
3081,14,278,465400,132700,NA,NA
3082,14,280,465600,135300,NA,NA
3083,14,303,464500,141500,NA,NA
3084,15,7001,613600,251800,NA,NA
3085,15,7002,613700,251800,NA,NA
3086,15,7003,614400,260500,NA,NA
3087,15,7004,614500,260600,NA,NA
3088,15,7005,615900,250000,NA,NA
3089,15,7006,615900,250000,NA,NA
3090,15,7007,615900,250200,NA,NA
3091,15,7008,615900,262100,NA,NA
3092,15,7009,620000,262100,NA,NA
3093,15,7010,620000,262100,NA,NA
3094,15,7011,620000,262200,NA,NA
3095,15,7012,620100,214800,NA,NA
3096,15,7013,620100,214700,NA,NA
3097,15,7014,620200,214800,NA,NA
3098,15,7015,620500,295000,NA,NA
3099,15,7016,620600,295000,NA,NA
3100,15,7017,620600,295100,NA,NA
3101,15,7018,621400,251600,NA,NA
3102,15,7019,621400,263600,NA,NA
3103,15,7020,621500,263600,NA,NA
3104,15,7021,621200,303900,NA,NA
3105,15,7022,621200,304000,NA,NA
3106,15,7023,621700,220200,NA,NA
3107,15,7024,621700,220200,NA,NA
3108,15,7025,622100,244300,NA,NA
3109,15,7026,622200,244300,NA,NA
3110,15,7027,622200,260400,NA,NA
3111,15,7028,622300,260500,NA,NA
3112,15,7029,622300,260500,NA,NA
3113,15,7030,622100,300900,NA,NA
3114,15,7031,622300,212700,NA,NA
3115,15,7032,622400,212800,NA,NA
3116,15,7033,622400,212900,NA,NA
3117,15,7034,622600,224800,NA,NA
3118,15,7035,622600,224800,NA,NA
3119,15,7036,622700,225000,NA,NA
3120,15,7037,622800,241000,NA,NA
3121,15,7038,622800,241000,NA,NA
3122,15,7039,622900,241000,NA,NA
3123,15,7040,622900,241100,NA,NA
3124,15,7041,622900,253100,NA,NA
3125,15,7042,622900,253100,NA,NA
3126,15,7043,623000,253200,NA,NA
3127,15,7044,623000,265300,NA,NA
3128,15,7045,623000,265300,NA,NA
3129,15,7046,623000,265300,NA,NA
3130,15,7047,623000,281500,NA,NA
3131,15,7048,622800,293500,NA,NA
3132,15,7049,622600,305700,NA,NA
3133,15,7050,622700,305700,NA,NA
3134,15,7051,622700,305700,NA,NA
3135,15,7052,622700,305800,NA,NA
3136,15,7053,623200,221500,NA,NA
3137,15,7054,623300,221500,NA,NA
3138,15,7055,623300,221600,NA,NA
3139,15,7056,623600,245800,NA,NA
3140,15,7057,623700,245800,NA,NA
3141,15,7058,623700,245900,NA,NA
3142,15,7059,623700,245900,NA,NA
3143,15,7060,623700,262000,NA,NA
3144,15,7061,623700,262000,NA,NA
